BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2410,1, ,B3,52-33 66TH STREET                        ,            ,11378,2,0,2,1653,2003,1940,1,B3,599000,2011-05-28
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2417,32, ,B2,66-25 50TH   AVENUE                      ,            ,11377,2,0,2,2229,1926,2002,1,B2,535000,2011-02-28
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2419,54, ,B1,47-18 67TH STREET                        ,            ,11377,2,0,2,2100,2916,1930,1,B1,0,2011-11-10
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2421,25, ,B2,67-12 51ST ROAD                          ,            ,11377,2,0,2,5000,1278,1930,1,B2,570000,2011-04-28
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2428,32, ,B3,67-16 49 AVENUE                          ,            ,11377,2,0,2,1800,1906,1965,1,B3,678000,2011-03-21
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2430,28, ,B1,67-12 47TH   AVENUE                      ,            ,11377,2,0,2,2717,1976,1940,1,B1,0,2011-01-20
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2431,10, ,B1,67-17 47TH AVENUE                        ,            ,11377,2,0,2,2200,1440,1950,1,B1,0,2011-05-19
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2629,61, ,B1,59-51 54TH STREET                        ,            ,11378,2,0,2,2000,3000,1920,1,B1,0,2011-03-19
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2636,31, ,B2,54-29 NURGE AVENUE                       ,            ,11378,2,0,2,3100,1470,1920,1,B2,510000,2011-08-09
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2637,46, ,B2,60-75 54TH STREET                        ,            ,11378,2,0,2,2500,2100,1920,1,B2,565000,2011-10-14
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2638,44, ,B2,60-63 54TH PLACE                         ,            ,11378,2,0,2,2500,2320,1920,1,B2,0,2011-08-02
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2639,29, ,B1,54-10 ARNOLD AVENUE                      ,            ,11378,2,0,2,1876,1620,1955,1,B1,410000,2011-02-04
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2640,20, ,B2,61-48 55TH STREET                        ,            ,11378,2,0,2,1348,1600,1920,1,B2,410000,2011-01-20
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2641,4, ,B2,6079 55TH STREET                         ,            ,11378,2,0,2,2500,2982,1920,1,B2,0,2011-11-25
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2641,11, ,B2,60-67 55TH STREET                        ,            ,11378,2,0,2,2500,2016,1920,1,B2,401700,2011-06-01
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2641,37, ,B2,60-56 56TH   STREET                      ,            ,11378,2,0,2,2500,2700,1920,1,B2,460000,2011-03-09
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2645,56, ,B1,61-78 56TH   STREET                      ,            ,11378,2,0,2,2400,2680,1950,1,B1,0,2011-07-21
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2646,9, ,S2,56-25 METROPOLITAN AVENUE                ,            ,11385,2,1,3,2500,4125,1940,1,S2,0,2011-02-22
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2651,27, ,B2,60-16 60TH   STREET                      ,            ,11378,2,0,2,2400,1740,1930,1,B2,125000,2011-08-10
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2655,14, ,B2,59-18 FLUSHING AVENUE                    ,            ,11378,2,0,2,2100,2992,2006,1,B2,615000,2011-04-07
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2655,23, ,B3,59-34 FLUSHING AVE                       ,            ,11378,2,0,2,1815,1352,1920,1,B3,0,2011-03-24
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2668,67, ,B2,58-07 MASPETH AVENUE                     ,            ,11378,2,0,2,2323,2016,1899,1,B2,325000,2011-09-22
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2670,54, ,B3,5743 57TH ROAD                           ,            ,11378,2,0,2,1675,2525,1901,1,B3,265000,2011-11-01
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2672,65, ,S2,57-21 58 ST                              ,            ,11378,2,1,3,2500,3600,1930,1,S2,500000,2011-09-16
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2676,28, ,B1,57-65 58TH   STREET                      ,            ,11378,2,0,2,2850,1800,1910,1,B1,300000,2011-07-12
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2677,30, ,B2,58-18 58TH AVENUE                        ,            ,11378,2,0,2,2000,2652,1920,1,B2,422500,2011-07-21
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2688,54, ,B2,59-59 56TH AVENUE                        ,            ,11378,2,0,2,1200,2160,1910,1,B2,0,2011-02-24
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2690,1, ,B1,56-47 59 STREET                          ,            ,11378,2,0,2,4275,1560,1930,1,B1,495000,2011-07-06
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2693,21, ,B1,5918 57 ROAD                             ,            ,11378,2,0,2,2639,1890,1965,1,B1,0,2011-04-27
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2693,31, ,B2,59-42 57TH   ROAD                        ,            ,11378,2,0,2,2500,1960,1920,1,B2,0,2011-04-07
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2693,56, ,B2,5984 57TH ROAD                           ,            ,11378,2,0,2,2242,1640,1920,1,B2,0,2011-01-28
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2693,80, ,B2,59-87 57TH DRIVE                         ,            ,11378,2,0,2,2558,1848,1920,1,B2,495000,2011-06-17
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2693,80, ,B2,59-87 57TH   DRIVE                       ,            ,11378,2,0,2,2558,1848,1920,1,B2,400000,2011-04-06
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2693,99, ,B2,59-47 57 DRIVE                           ,            ,11378,2,0,2,4917,2354,1920,1,B2,695000,2011-09-22
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2693,102, ,B2,59-41 57TH   DRIVE                       ,            ,11378,2,0,2,2500,1490,1920,1,B2,520000,2011-11-30
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2693,102, ,B2,59-41 57TH   DRIVE                       ,            ,11378,2,0,2,2500,1490,1920,1,B2,287000,2011-07-13
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2693,104, ,B2,59-37 57TH   DRIVE                       ,            ,11378,2,0,2,2400,1760,1920,1,B2,0,2011-09-01
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2697,94, ,B3,59-49A 58TH ROAD                         ,            ,11378,2,0,2,1620,1764,1945,1,B3,375000,2011-03-08
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2698,3, ,B2,58-43 59TH STREET                        ,            ,11378,2,0,2,2140,2072,1925,1,B2,477000,2011-09-13
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2703,111, ,S2,60-47 56 ROAD                            ,            ,11378,2,1,3,2500,3307,1910,1,S2,0,2011-01-11
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2704,79, ,B2,60-39 56TH   DRIVE                       ,            ,11378,2,0,2,5000,3642,1910,1,B2,595000,2011-02-07
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2708,17, ,B2,61-26 55TH DRIVE                         ,            ,11378,2,0,2,3750,1848,1920,1,B2,430000,2011-11-22
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2710,8, ,B2,61-53 56TH   DRIVE                       ,            ,11378,2,0,2,1820,2110,1920,1,B2,0,2011-11-30
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2710,23, ,B2,61-25 56TH   DRIVE                       ,            ,11378,2,0,2,2500,3060,2006,1,B2,550000,2011-11-30
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2710,29, ,B2,61-15 56 DRIVE                           ,            ,11378,2,0,2,2800,2121,1920,1,B2,0,2011-09-28
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2711,54, ,B2,61-24 56 DRIVE                           ,            ,11378,2,0,2,2500,1368,1901,1,B2,415000,2011-02-22
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2711,57, ,B2,61-30 56 DRIVE                           ,            ,11378,2,0,2,2500,1120,1901,1,B2,0,2011-08-16
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2712,30, ,B3,61-34 MASPETH AVENUE                     ,            ,11378,2,0,2,3320,1760,1920,1,B3,460000,2011-06-30
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2713,14, ,B1,61-14 GRAND AVENUE                       ,            ,11378,2,0,2,1700,1800,1920,1,B1,360000,2011-03-30
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2713,64, ,B2,62-09 FLUSHING AVENUE                    ,            ,11378,2,0,2,1511,1920,1930,1,B2,150000,2011-05-20
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2714,29, ,B2,64-17 CLINTON AVENUE                     ,            ,11378,2,0,2,2500,2000,1940,1,B2,0,2011-03-23
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2716,3, ,B1,64-04 PERRY AVENUE                       ,            ,11378,2,0,2,2233,3298,1985,1,B1,0,2011-09-10
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2716,7, ,B1,64-06 PERRY AVENUE                       ,            ,11378,2,0,2,2728,3298,1985,1,B1,0,2011-09-10
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2727,8, ,B2,58-11 60 PLACE                           ,            ,11378,2,0,2,2060,1990,1940,1,B2,510000,2011-10-19
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2728,73, ,B9,60--43 59TH ROAD                         ,            ,11378,2,0,2,3491,1732,1970,1,B9,0,2011-11-16
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2728,80, ,B2,60-29 59 ROAD                            ,            ,11378,2,0,2,2175,1848,1920,1,B2,505000,2011-04-19
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2729,62, ,B3,60-19 59TH   DRIVE                       ,            ,11378,2,0,2,1942,1240,1915,1,B3,385000,2011-12-28
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2733,36, ,B1,60-56 60TH ROAD                          ,            ,11378,2,0,2,2447,2880,1960,1,B1,0,2011-05-09
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2733,44, ,B1,60-63 60TH   DRIVE                       ,            ,11378,2,0,2,1940,2496,1950,1,B1,499000,2011-02-22
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2737,82, ,B1,60-63 METROPOLITAN AVENUE                ,            ,11385,2,0,2,2000,2750,1910,1,B1,140000,2011-08-22
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2738,16, ,B2,60-84 FLUSHING AVENUE                    ,            ,11378,2,0,2,2966,2650,1910,1,B2,350000,2011-11-10
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2738,43, ,B3,58-44 61ST STREET                        ,            ,11378,2,0,2,2230,1215,1920,1,B3,0,2011-04-02
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2738,55, ,B3,58-50 61ST STREET                        ,            ,11378,2,0,2,2500,1131,1915,1,B3,0,2011-12-07
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2739,155, ,B2,58-44 FRESH POND ROAD                    ,            ,11378,2,0,2,2100,1444,1925,1,B2,220000,2011-08-11
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2739,158, ,B2,58-52 FRESH POND ROAD                    ,            ,11378,2,0,2,1760,1444,1925,1,B2,480000,2011-06-24
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2741,24, ,B1,601-00 59TH   ROAD                       ,            ,11378,2,0,2,3500,2644,1945,1,B1,0,2011-08-13
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2742,43, ,B1,59-67 61ST   STREET                      ,            ,11378,2,0,2,2266,2160,1940,1,B1,0,2011-04-14
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2744,12, ,B2,60-76 60 ROAD                            ,            ,11378,2,0,2,2300,1860,1920,1,B2,0,2011-09-16
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2746,5, ,B2,60-35 61ST STREET                        ,            ,11378,2,0,2,2294,2088,1920,1,B2,540000,2011-05-14
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2746,10, ,B2,60-27 61ST   STREET                      ,            ,11378,2,0,2,2342,2088,1920,1,B2,428922,2011-12-19
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2746,21, ,B1,61-06 60 DRIVE                           ,            ,11378,2,0,2,1680,1392,1920,1,B1,350000,2011-11-21
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2746,45, ,B1,60-76 FRESH POND ROAD                    ,            ,11378,2,0,2,2342,2160,1920,1,B1,0,2011-12-16
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2748,72, ,B1,57-68 63RD   STREET                      ,            ,11378,2,0,2,2800,2000,1925,1,B1,0,2011-08-30
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2749,36, ,B1,57-26 64TH STREET                        ,            ,11378,2,0,2,3000,3486,1930,1,B1,0,2011-07-22
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2751,47, ,B2,57-32 65TH STREET                        ,            ,11378,2,0,2,1980,2472,1935,1,B2,305000,2011-08-18
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2751,47, ,B2,57-32 65TH   STREET                      ,            ,11378,2,0,2,1980,2472,1935,1,B2,267650,2011-06-24
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2751,66, ,B2,57-55 64TH STREET                        ,            ,11378,2,0,2,1725,2640,1935,1,B2,599000,2011-04-15
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2752,15, ,B2,57-25 65 STREET                          ,            ,11378,2,0,2,2200,1992,1925,1,B2,385000,2011-11-23
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2752,20, ,B1,57-39 65TH STREET                        ,            ,11378,2,0,2,2200,1992,1925,1,B1,470000,2011-06-29
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2752,214, ,B2,64-11 58 ROAD                            ,            ,11378,2,0,2,2200,1944,1930,1,B2,450000,2011-09-08
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2754,19, ,B2,59-15 FRESH POND ROAD                    ,            ,11378,2,0,2,2000,1920,1930,1,B2,435000,2011-09-07
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2755,8, ,B2,62-27 59TH   DRIVE                       ,            ,11378,2,0,2,1600,1482,1920,1,B2,133500,2011-09-30
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2757,29, ,B2,62-46 60TH AVE                           ,            ,11378,2,0,2,2300,1568,1920,1,B2,0,2011-08-26
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2758,7, ,S2,60-41 FRESH POND ROAD                    ,            ,11378,2,1,3,2226,2773,1925,1,S2,710000,2011-02-04
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2758,85, ,B1,62-17 60TH DRIVE                         ,            ,11378,2,0,2,2000,1996,1920,1,B1,0,2011-04-07
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2760,49, ,B3,64-35 60TH   ROAD                        ,            ,11378,2,0,2,2185,1792,1930,1,B3,0,2011-10-03
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2762,75, ,B2,64-27 ELIOT AVENUE                       ,            ,11379,2,0,2,2700,2014,1935,1,B2,0,2011-09-29
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2762,96, ,B1,63-05 ELIOT AVENUE                       ,            ,11379,2,0,2,2000,2080,1930,1,B1,0,2011-11-25
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2762,103, ,B1,6213 ELIOT AVENUE                        ,            ,11379,2,0,2,2000,2080,1930,1,B1,0,2011-03-17
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2764,15, ,B1,62-08 ELIOT AVENUE                       ,            ,11379,2,0,2,2000,2080,1940,1,B1,0,2011-05-24
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2766,65, ,B3,64-09 62ND   AVENUE                      ,            ,11379,2,0,2,1710,1944,1960,1,B3,570000,2011-05-06
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2769,9, ,B2,62-14 62ND   AVENUE                      ,            ,11379,2,0,2,2834,2184,1920,1,B2,0,2011-08-24
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2769,51, ,B2,62-07 62 ROAD                            ,            ,11379,2,0,2,2600,2040,1920,1,B2,600000,2011-07-25
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2771,28, ,B2,62-38 64TH STREET                        ,            ,11379,2,0,2,2422,1708,1920,1,B2,480000,2011-01-19
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2771,29, ,B2,62-40 64TH STREET                        ,            ,11379,2,0,2,2225,1720,1920,1,B2,456300,2011-07-25
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2771,29, ,B2,62-40 64TH   STREET                      ,            ,11379,2,0,2,2225,1720,1920,1,B2,0,2011-07-05
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2775,52, ,B1,66-54 58TH AVENUE                        ,            ,11378,2,0,2,2393,4524,2008,1,B1,625000,2011-09-23
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2775,151, ,B1,66-52 58 AVENUE                          ,            ,11378,2,0,2,2368,4524,2008,1,B1,624417,2011-07-29
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2779,47, ,B2,68-01 59 DRIVE                           ,            ,11378,2,0,2,1742,1836,1931,1,B2,0,2011-08-03
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2779,57, ,B1,68-12 59TH   DRIVE                       ,            ,11378,2,0,2,4000,3168,1957,1,B1,0,2011-12-05
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2780,106, ,B1,67-57 ELIOT AVENUE                       ,            ,11379,2,0,2,2928,1560,1955,1,B1,0,2011-04-11
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2780,214, ,B3,60-22 68TH STREET                        ,            ,11378,2,0,2,2205,1808,1950,1,B3,360000,2011-11-30
4,MASPETH                  ,02  TWO FAMILY HOMES                        ,1,2784,11, ,B1,68-12 ELIOT AVENUE                       ,            ,11379,2,0,2,2200,2836,1965,1,B1,0,2011-09-08
4,MASPETH                  ,03  THREE FAMILY HOMES                      ,1,2305,123, ,C0,51-53 47TH   STREET                      ,            ,11377,3,0,3,1900,2061,1930,1,C0,0,2011-02-17
4,MASPETH                  ,03  THREE FAMILY HOMES                      ,1,2337,41, ,C0,48-26 64TH   STREET                      ,            ,11377,3,0,3,2000,2280,1945,1,C0,0,2011-02-01
4,MASPETH                  ,03  THREE FAMILY HOMES                      ,1,2373,216, ,C0,63-17 53RD   DRIVE                       ,            ,11378,3,0,3,2100,2898,1960,1,C0,685000,2011-02-09
4,MASPETH                  ,03  THREE FAMILY HOMES                      ,1,2375,146, ,C0,65-08 MAURICE AVENUE                     ,            ,11377,3,0,3,1820,2800,1970,1,C0,700000,2011-04-28
4,MASPETH                  ,03  THREE FAMILY HOMES                      ,1,2387,1, ,C0,50-43 65TH PLACE                         ,            ,11377,3,0,3,3600,4180,1970,1,C0,0,2011-01-25
4,MASPETH                  ,03  THREE FAMILY HOMES                      ,1,2387,34, ,C0,50-18 66 STREET                          ,            ,11377,3,0,3,2000,2284,1910,1,C0,600000,2011-12-06
4,MASPETH                  ,03  THREE FAMILY HOMES                      ,1,2391,5, ,C0,46-25 65TH PLACE                         ,            ,11377,3,0,3,2902,3402,2004,1,C0,0,2011-08-01
4,MASPETH                  ,03  THREE FAMILY HOMES                      ,1,2391,25, ,C0,65-38 LAUREL HILL BLVD                   ,            ,11377,3,0,3,3096,3564,1930,1,C0,870000,2011-08-22
4,MASPETH                  ,03  THREE FAMILY HOMES                      ,1,2405,15, ,C0,53-32 69TH STREET                        ,            ,11378,3,0,3,2538,2824,1950,1,C0,685000,2011-04-15
4,MASPETH                  ,03  THREE FAMILY HOMES                      ,1,2405,44, ,C0,68-01 53 DRIVE                           ,            ,11378,3,0,3,2090,2968,1970,1,C0,0,2011-05-25
4,MASPETH                  ,03  THREE FAMILY HOMES                      ,1,2410,50, ,C0,52-42 69TH   STREET                      ,            ,11378,3,0,3,2700,1868,1960,1,C0,0,2011-10-13
4,MASPETH                  ,03  THREE FAMILY HOMES                      ,1,2410,50, ,C0,52-42 69TH STREET                        ,            ,11378,3,0,3,2700,1868,1960,1,C0,770000,2011-02-02
4,MASPETH                  ,03  THREE FAMILY HOMES                      ,1,2414,22, ,C0,51-08 67TH STREET                        ,            ,11377,3,0,3,2600,2500,1975,1,C0,400000,2011-03-25
4,MASPETH                  ,03  THREE FAMILY HOMES                      ,1,2424,28, ,C0,50-44 68TH STREET                        ,            ,11377,3,0,3,2475,2697,1988,1,C0,690000,2011-05-02
4,MASPETH                  ,03  THREE FAMILY HOMES                      ,1,2428,33, ,C0,67-18 49TH AVENUE                        ,            ,11377,3,0,3,2500,2834,1970,1,C0,818000,2011-08-29
4,MASPETH                  ,03  THREE FAMILY HOMES                      ,1,2634,55, ,C0,53-17 METROPOLITAN AVENUE                ,            ,11385,3,0,3,1800,2874,1920,1,C0,430000,2011-04-08
4,MASPETH                  ,03  THREE FAMILY HOMES                      ,1,2636,14, ,C0,60-14 55TH   STREET                      ,            ,11378,3,0,3,2500,2306,1915,1,C0,420000,2011-05-16
4,MASPETH                  ,03  THREE FAMILY HOMES                      ,1,2699,42, ,C0,59-15 59TH   AVENUE                      ,            ,11378,3,0,3,5200,2592,1989,1,C0,570000,2011-07-15
4,MASPETH                  ,03  THREE FAMILY HOMES                      ,1,2702,143, ,C0,60-13 56TH AVENUE                        ,            ,11378,3,0,3,2500,2350,1935,1,C0,500000,2011-04-08
4,MASPETH                  ,03  THREE FAMILY HOMES                      ,1,2709,15, ,C0,61-39 56TH ROAD                          ,            ,11378,3,0,3,2271,4303,2005,1,C0,843000,2011-10-27
4,MASPETH                  ,03  THREE FAMILY HOMES                      ,1,2709,19, ,C0,61-31 56TH ROAD                          ,            ,11378,3,0,3,2266,3654,2003,1,C0,590000,2011-02-01
4,MASPETH                  ,03  THREE FAMILY HOMES                      ,1,2726,51, ,C0,60-15 59TH   AVENUE                      ,            ,11378,3,0,3,2000,1562,1940,1,C0,447000,2011-09-23
4,MASPETH                  ,03  THREE FAMILY HOMES                      ,1,2728,22, ,C0,60-28 59TH AVENUE                        ,            ,11378,3,0,3,2280,1916,1930,1,C0,520000,2011-04-29
4,MASPETH                  ,03  THREE FAMILY HOMES                      ,1,2728,59, ,C0,59-16 60TH   LANE                        ,            ,11378,3,0,3,3060,2740,1965,1,C0,0,2011-07-28
4,MASPETH                  ,03  THREE FAMILY HOMES                      ,1,2742,28, ,C0,59-74 61ST   STREET                      ,            ,11378,3,0,3,2678,3240,1940,1,C0,0,2011-05-26
4,MASPETH                  ,03  THREE FAMILY HOMES                      ,1,2756,16, ,C0,59-67 FRESH POND ROAD                    ,            ,11378,3,0,3,1769,2698,1965,1,C0,0,2011-03-25
4,MASPETH                  ,03  THREE FAMILY HOMES                      ,1,2771,26, ,C0,62-44 62ND   ROAD                        ,            ,11379,3,0,3,2376,1760,1920,1,C0,0,2011-05-11
4,MASPETH                  ,03  THREE FAMILY HOMES                      ,1,2773,4, ,C0,62-69 65TH   STREET                      ,            ,11379,3,0,3,2387,2869,1965,1,C0,0,2011-11-28
4,MASPETH                  ,03  THREE FAMILY HOMES                      ,1,2773,11, ,C0,62-53 65TH   STREET                      ,            ,11379,3,0,3,2418,2560,1965,1,C0,0,2011-02-07
4,MASPETH                  ,03  THREE FAMILY HOMES                      ,1,2773,27, ,C0,6225 65TH STREET                         ,            ,11379,3,0,3,2642,3400,1965,1,C0,0,2011-10-20
4,MASPETH                  ,03  THREE FAMILY HOMES                      ,1,2780,34, ,C0,59-70 68 STREET                          ,            ,11378,3,0,3,4040,3974,1955,1,C0,420000,2011-03-02
4,MASPETH                  ,03  THREE FAMILY HOMES                      ,1,2780,34, ,C0,59-70 68 STREET                          ,            ,11378,3,0,3,4040,3974,1955,1,C0,0,2011-03-02
4,MASPETH                  ,04  TAX CLASS 1 CONDOS                      ,1A,2715,1013, ,R3,64-49 PERRY AVENUE                       ,7,11378,1,0,1,0,0,0,1,R3,170000,2011-01-05
4,MASPETH                  ,04  TAX CLASS 1 CONDOS                      ,1A,2773,1010, ,R3,62-48 MT OLIVET CRESCENT                 ,2A          ,11379,1,0,1,0,0,2005,1,R3,295000,2011-02-18
4,MASPETH                  ,04  TAX CLASS 1 CONDOS                      ,1A,2773,1037, ,R3,62-48 MT OLIVET CRESCENT                 ,7P          ,11379,1,0,1,0,0,2005,1,R3,0,2011-02-18
4,MASPETH                  ,05  TAX CLASS 1 VACANT LAND                 ,1B,2637,48, ,V0,54TH   STREET                            ,            ,11378,0,0,0,2500,0,0,1,V0,0,2011-10-14
4,MASPETH                  ,05  TAX CLASS 1 VACANT LAND                 ,1B,2694,33, ,V0,57TH   DRIVE                             ,            ,11378,0,0,0,2250,0,0,1,V0,0,2011-03-28
4,MASPETH                  ,05  TAX CLASS 1 VACANT LAND                 ,1B,2710,106, ,V0,56TH   DRIVE                             ,            ,11378,0,0,0,780,0,0,1,V0,0,2011-11-30
4,MASPETH                  ,05  TAX CLASS 1 VACANT LAND                 ,1B,2715,11, ,V0,64-02 CLINTON AVENUE                     ,            ,11378,0,0,0,2500,0,0,1,V0,10000,2011-06-27
4,MASPETH                  ,05  TAX CLASS 1 VACANT LAND                 ,1B,2734,60, ,V0,60-14 60TH   PLACE                       ,            ,11378,0,0,0,2600,0,0,1,V0,575000,2011-08-31
4,MASPETH                  ,05  TAX CLASS 1 VACANT LAND                 ,1B,2734,62, ,V0,60-16 60TH   PLACE                       ,            ,11378,0,0,0,2393,0,0,1,V0,0,2011-08-31
4,MASPETH                  ,05  TAX CLASS 1 VACANT LAND                 ,1B,2734,63, ,V0,60TH   PLACE                             ,            ,11378,0,0,0,2300,0,0,1,V0,0,2011-08-31
4,MASPETH                  ,05  TAX CLASS 1 VACANT LAND                 ,1B,2774,86, ,V0,66-35 58TH AVENUE                        ,            ,11378,0,0,0,8917,0,0,1,V0,0,2011-07-29
4,MASPETH                  ,06  TAX CLASS 1 - OTHER                     ,1,2751,65, ,G0,57-59 64TH   STREET                      ,            ,11378,0,0,0,1872,0,1901,1,G0,0,2011-04-15
4,MASPETH                  ,07  RENTALS - WALKUP APARTMENTS             ,2A,2631,32, ,C3,59-16 57TH   STREET                      ,            ,11378,4,0,4,2575,2750,1915,2,C3,0,2011-01-26
