BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
4,BAYSIDE                  ,01  ONE FAMILY HOMES                        ,1,7500,91, ,A3,49-17 CLOVERDALE BOULEVARD               ,            ,11364,1,0,1,6000,2280,1960,1,A3,748000,2011-03-31
4,BAYSIDE                  ,01  ONE FAMILY HOMES                        ,1,7500,166, ,A3,228-14 49TH ROAD                         ,            ,11364,1,0,1,8100,2280,1960,1,A3,915000,2011-08-02
4,BAYSIDE                  ,01  ONE FAMILY HOMES                        ,1,7500,176, ,A3,228-07 49TH   ROAD                       ,            ,11364,1,0,1,6304,2280,1960,1,A3,870000,2011-01-21
4,BAYSIDE                  ,01  ONE FAMILY HOMES                        ,1,7501,7, ,A2,50-21 228TH   STREET                     ,            ,11364,1,0,1,4370,2106,1950,1,A2,0,2011-08-23
4,BAYSIDE                  ,01  ONE FAMILY HOMES                        ,1,7503,49, ,A2,227-21 56TH   AVENUE                     ,            ,11364,1,0,1,4600,2086,1950,1,A2,660000,2011-03-04
4,BAYSIDE                  ,01  ONE FAMILY HOMES                        ,1,7505,5, ,A3,50-57 230TH   STREET                     ,            ,11364,1,0,1,11251,2319,1960,1,A3,950000,2011-02-07
4,BAYSIDE                  ,01  ONE FAMILY HOMES                        ,1,7505,83, ,A3,230-11 53RD   AVENUE                     ,            ,11364,1,0,1,7100,3969,1960,1,A3,0,2011-02-03
4,BAYSIDE                  ,01  ONE FAMILY HOMES                        ,1,7506,20, ,A2,50-44 231 STREET                         ,            ,11364,1,0,1,5000,1424,1955,1,A2,630000,2011-04-19
4,BAYSIDE                  ,01  ONE FAMILY HOMES                        ,1,7512,48, ,A2,56-34 228TH   STREET                     ,            ,11364,1,0,1,4000,1100,1950,1,A2,628000,2011-02-08
4,BAYSIDE                  ,01  ONE FAMILY HOMES                        ,1,7519,44, ,A2,57-21 EAST HAMPTON BLVD                  ,            ,11364,1,0,1,4000,1150,1950,1,A2,0,2011-12-23
4,BAYSIDE                  ,01  ONE FAMILY HOMES                        ,1,7520,72, ,A5,58-44 229TH   STREET                     ,            ,11364,1,0,1,3000,1224,1950,1,A5,530000,2011-10-14
4,BAYSIDE                  ,01  ONE FAMILY HOMES                        ,1,7520,72, ,A5,58-44 229TH   STREET                     ,            ,11364,1,0,1,3000,1224,1950,1,A5,0,2011-06-29
4,BAYSIDE                  ,01  ONE FAMILY HOMES                        ,1,7525,31, ,A5,57-14 225TH STREET                       ,            ,11364,1,0,1,2632,2200,1965,1,A5,0,2011-02-10
4,BAYSIDE                  ,01  ONE FAMILY HOMES                        ,1,7530,6, ,A1,223-12 56TH   ROAD                       ,            ,11364,1,0,1,3075,2835,1965,1,A1,0,2011-06-22
4,BAYSIDE                  ,01  ONE FAMILY HOMES                        ,1,7530,14, ,A5,223-36 56TH ROAD                         ,            ,11364,1,0,1,2800,2200,1965,1,A5,678000,2011-08-01
4,BAYSIDE                  ,01  ONE FAMILY HOMES                        ,1,7530,18, ,A5,22348 56TH ROAD                          ,            ,11364,1,0,1,2800,2200,1965,1,A5,652500,2011-05-23
4,BAYSIDE                  ,01  ONE FAMILY HOMES                        ,1,7565,18, ,A2,230-14 58TH   ROAD                       ,            ,11364,1,0,1,5500,1184,1950,1,A2,640000,2011-02-16
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,5523,40, ,B2,200-27 45TH   AVENUE                     ,            ,11361,2,0,2,3400,2496,1920,1,B2,760000,2011-07-14
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,5545,21, ,B3,45-30 204TH STREET                       ,            ,11361,2,0,2,2350,1064,1920,1,B3,0,2011-10-04
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,5556,3, ,B2,4613 202ND STREET                        ,            ,11361,2,0,2,4000,1920,1935,1,B2,0,2011-11-14
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,5558,21, ,B3,202-34 46TH   ROAD                       ,            ,11361,2,0,2,4000,1924,1950,1,B3,0,2011-11-04
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,5559,58, ,B1,46-46 202ND   STREET                     ,            ,11361,2,0,2,2000,1920,1950,1,B1,0,2011-01-11
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,5774,14, ,B1,15-14 200TH   STREET                     ,            ,11360,2,0,2,3600,2665,1960,1,B1,0,2011-01-28
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,5776,16, ,B1,15-62 201ST STREET                       ,            ,11360,2,0,2,3950,2636,1960,1,B1,0,2011-12-01
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,5776,32, ,B1,15-49 200TH STREET                       ,            ,11360,2,0,2,5500,2004,1960,1,B1,839000,2011-01-25
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,5790,8, ,B2,22-11 UTOPIA PARKWAY                     ,            ,11357,2,0,2,4000,1495,1950,1,B2,0,2011-09-22
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,5790,8, ,B2,22-11 UTOPIA PARKWAY                     ,            ,11357,2,0,2,4000,1495,1950,1,B2,275000,2011-09-22
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,5807,5, ,B3,23-15 207TH   STREET                     ,            ,11360,2,0,2,3920,1595,1945,1,B3,0,2011-06-08
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,5860,34, ,B2,15-95 208TH   STREET                     ,            ,11360,2,0,2,3250,3267,1975,1,B2,850000,2011-07-26
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,5860,38, ,B2,15-83 208TH STREET                       ,            ,11360,2,0,2,3100,2376,1975,1,B2,780000,2011-06-24
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,5860,52, ,B2,15-41 208TH   STREET                     ,            ,11360,2,0,2,3234,3267,1975,1,B2,0,2011-06-09
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,5861,90, ,B2,15-63 208TH   PLACE                      ,            ,11360,2,0,2,3658,3267,1975,1,B2,0,2011-10-14
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,5861,100, ,B2,1545 208 PLACE                           ,            ,11360,2,0,2,6392,3267,1975,1,B2,0,2011-09-07
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,5861,100, ,B2,1545 208 PLACE                           ,            ,11360,2,0,2,6392,3267,1975,1,B2,0,2011-05-11
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,5863,386, ,B2,1407 209TH STREET                        ,            ,11360,2,0,2,4017,2349,1960,1,B2,0,2011-07-15
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,5863,390, ,B3,13-75 209TH STREET                       ,            ,11360,2,0,2,4242,2496,1960,1,B3,320000,2011-12-28
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,5863,586, ,B2,15-86 208TH   STREET                     ,            ,11360,2,0,2,3200,3267,1975,1,B2,700000,2011-11-17
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,5863,586, ,B2,15-86 208TH   STREET                     ,            ,11360,2,0,2,3200,3267,1975,1,B2,0,2011-07-28
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,5863,615, ,B2,15-42 208TH   STREET                     ,            ,11360,2,0,2,3200,3267,1975,1,B2,0,2011-06-10
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,5863,622, ,B2,15-26 208TH   STREET                     ,            ,11360,2,0,2,2208,3267,1975,1,B2,640000,2011-10-20
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,5863,644, ,B2,208-23 15TH   ROAD                       ,            ,11360,2,0,2,3390,3267,1975,1,B2,990000,2011-11-14
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,5943,83, ,B2,14-06 WATERS EDGE DRIVE                  ,            ,11360,2,0,2,3400,3580,1980,1,B2,928000,2011-03-30
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,5944,72, ,B2,15-38 215TH STREET                       ,            ,11360,2,0,2,3200,2899,1980,1,B2,905000,2011-09-30
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,5945,6, ,B2,215-11 17TH AVENUE                       ,            ,11360,2,0,2,3200,3431,1975,1,B2,947500,2011-06-22
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,5945,37, ,B2,15-51 215TH STREET                       ,            ,11360,2,0,2,3200,3287,1975,1,B2,0,2011-05-12
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,5945,48, ,B2,215-10 15TH   ROAD                       ,            ,11360,2,0,2,3200,3431,1975,1,B2,933000,2011-04-11
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,5947,17, ,B2,15-81 216 STREET                         ,            ,11360,2,0,2,3200,3275,1975,1,B2,950000,2011-06-22
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,5947,37, ,B2,15-51 216TH STREET                       ,            ,11360,2,0,2,3136,3374,1975,1,B2,974500,2011-03-14
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,5948,87, ,B2,17-20 215TH STREET                       ,            ,11360,2,0,2,3300,3400,1970,1,B2,0,2011-01-04
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,5948,91, ,B2,17-26 215TH   STREET                     ,            ,11360,2,0,2,3200,3200,1970,1,B2,0,2011-05-23
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,5950,12, ,B2,18-35 BELL BOULEVARD                     ,            ,11360,2,0,2,3500,2899,1970,1,B2,0,2011-05-02
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,5950,49, ,B2,18-16 215TH STREET                       ,            ,11360,2,0,2,3200,3129,1970,1,B2,1050000,2011-07-14
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,5952,39, ,B2,23-11 215TH STREET                       ,            ,11360,2,0,2,3200,3078,1970,1,B2,0,2011-10-20
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,5952,41, ,B2,23-09 215TH STREET                       ,            ,11360,2,0,2,3200,3078,1970,1,B2,0,2011-10-20
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,5996,30, ,B2,2620 210 PLACE                           ,            ,11360,2,0,2,5000,1182,1945,1,B2,500000,2011-06-14
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6011,19, ,B3,211-04 28TH AVENUE                       ,            ,11360,2,0,2,5490,2591,1920,1,B3,0,2011-09-22
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6021,24, ,B1,19840 30TH AVENUE                        ,            ,11358,2,0,2,4750,2328,1965,1,B1,730000,2011-08-04
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6023,35, ,B1,29-33 200TH   STREET                     ,            ,11360,2,0,2,2600,4560,1930,1,B1,0,2011-09-14
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6023,35, ,B1,29-33 200TH   STREET                     ,            ,11360,2,0,2,2600,4560,1930,1,B1,850000,2011-03-22
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6027,1, ,B1,200-02 32ND   AVENUE                     ,            ,11361,2,0,2,1924,1920,1960,1,B1,0,2011-04-19
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6029,12, ,B1,29-08 203RD STREET                       ,            ,11360,2,0,2,5000,2898,1960,1,B1,880000,2011-01-24
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6030,93, ,B1,28-35 203RD   STREET                     ,            ,11360,2,0,2,4850,3250,1960,1,B1,870000,2011-05-23
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6032,9, ,B3,202-20 32ND   AVENUE                     ,            ,11361,2,0,2,4000,2750,1950,1,B3,900000,2011-03-02
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6032,17, ,B3,32-24 203RD   STREET                     ,            ,11361,2,0,2,1958,1080,1920,1,B3,520000,2011-08-18
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6078,51, ,B1,34-57 JORDAN STREET                      ,            ,11358,2,0,2,4200,1944,1950,1,B1,740000,2011-11-04
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6078,58, ,B1,34-45 JORDAN STREET                      ,            ,11358,2,0,2,4200,1944,1950,1,B1,695000,2011-09-30
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6086,18, ,B3,33-24 205TH   STREET                     ,            ,11361,2,0,2,4180,1251,1950,1,B3,635000,2011-10-05
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6092,1, ,B3,207-02 33 AVENUE                         ,            ,11361,2,0,2,3697,1289,1935,1,B3,0,2011-12-28
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6093,36, ,B3,33-33 208TH STREET                       ,            ,11361,2,0,2,3000,2105,1925,1,B3,570000,2011-05-13
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6097,25, ,B1,34-44 209TH   STREET                     ,            ,11361,2,0,2,3000,1880,1940,1,B1,710000,2011-02-28
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6099,6, ,B1,34-28 CORPORAL KENNEDY ST                ,            ,11361,2,0,2,2125,1644,1955,1,B1,615000,2011-11-29
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6120,1, ,B3,214-33 33RD   ROAD                       ,            ,11361,2,0,2,18935,4314,1930,1,B3,1550000,2011-05-02
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6143,34, ,B3,35-15 200TH STREET                       ,            ,11361,2,0,2,1858,1088,1950,1,B3,499999,2011-06-07
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6145,42, ,B1,36-33 FRANCIS LEWIS BLVD                 ,            ,11358,2,0,2,2376,2160,1965,1,B1,0,2011-02-15
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6147,8, ,B1,35-04 203RD STREET                       ,            ,11361,2,0,2,2300,2656,1965,1,B1,710000,2011-08-15
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6174,12, ,B2,35-12 214TH PLACE                        ,            ,11361,2,0,2,2500,1748,1915,1,B2,490000,2011-06-06
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6175,34, ,B2,35-19 214TH PLACE                        ,            ,11361,2,0,2,2500,2378,1901,1,B2,600000,2011-11-18
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6176,130, ,B2,36-26 CORPORAL STONE ST                  ,            ,11361,2,0,2,3641,2400,1996,1,B2,875000,2011-03-04
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6179,22, ,B2,215-19 36TH   AVENUE                     ,            ,11361,2,0,2,5000,3792,1920,1,B2,0,2011-11-14
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6182,12, ,B1,36-12 215TH   PLACE                      ,            ,11361,2,0,2,2967,1800,1987,1,B1,0,2011-04-01
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6183,12, ,B3,36-14 216TH STREET                       ,            ,11361,2,0,2,5000,2368,1920,1,B3,0,2011-05-19
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6183,46, ,B1,36-29 215TH PLACE                        ,            ,11361,2,0,2,2500,1728,2004,1,B1,0,2011-11-18
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6204,20, ,B1,40-31 201ST   STREET                     ,            ,11361,2,0,2,3290,2480,1930,1,B1,0,2011-03-23
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6207,20, ,B2,40-25 204TH   STREET                     ,            ,11361,2,0,2,4000,2336,1988,1,B2,0,2011-01-04
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6207,34, ,B1,39-16 205TH   STREET                     ,            ,11361,2,0,2,2015,1862,1960,1,B1,610000,2011-04-01
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6207,133, ,B1,39-11 204TH   STREET                     ,            ,11361,2,0,2,2142,1862,1960,1,B1,600000,2011-01-11
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6208,46, ,B3,40-24 CLEARVIEW EXPRESSWAY               ,            ,11361,2,0,2,4000,2088,1940,1,B3,0,2011-02-11
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6221,19, ,B2,38-03 CORPORAL KENNEDY ST                ,            ,11361,2,0,2,5500,2950,1920,1,B2,880000,2011-03-30
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6226,34, ,B1,41-40 CORPORAL KENNEDY ST                ,            ,11361,2,0,2,2200,1692,1955,1,B1,0,2011-09-08
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6227,18, ,B1,41-20 210TH   STREET                     ,            ,11361,2,0,2,2068,1732,1955,1,B1,10,2011-04-27
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6227,74, ,B1,209-34 41 AVE                            ,            ,11361,2,0,2,2300,2656,1955,1,B1,725000,2011-05-25
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6233,42, ,B2,38-38 213TH STREET                       ,            ,11361,2,0,2,2216,2484,2008,1,B2,0,2011-09-09
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6235,57, ,B2,39-27 211TH   STREET                     ,            ,11361,2,0,2,4942,1996,1955,1,B2,625000,2011-03-22
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6236,15, ,B1,39-16 213TH   STREET                     ,            ,11361,2,0,2,6258,4225,1920,1,B1,970000,2011-08-23
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6236,64, ,B1,39-33 212TH   STREET                     ,            ,11361,2,0,2,3000,2184,1920,1,B1,792000,2011-11-22
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6237,22, ,S2,39-32 BELL BOULEVARD                     ,            ,11361,2,1,3,1515,2600,0,1,S2,2500000,2011-09-21
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6237,23, ,S2,39-34 BELL BOULEVARD                     ,            ,11361,2,1,3,1518,2600,1930,1,S2,0,2011-09-21
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6239,18, ,B3,38-07 CORPORAL STONE ST                  ,            ,11361,2,0,2,4000,2922,1920,1,B3,0,2011-02-15
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6240,10, ,B3,38-19 214TH   PLACE                      ,            ,11361,2,0,2,3600,1980,1920,1,B3,995000,2011-11-09
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6243,1, ,B1,39-21 214TH   PLACE                      ,            ,11361,2,0,2,4000,1716,1925,1,B1,865000,2011-12-21
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6248,3, ,B1,39-15 215TH   PLACE                      ,            ,11361,2,0,2,3000,1792,1988,1,B1,44468,2011-05-12
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6251,24, ,B2,218-11 39TH AVENUE                       ,            ,11361,2,0,2,5000,2034,1930,1,B2,220000,2011-05-02
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6265,4, ,B1,42-05 204 STREET                         ,            ,11361,2,0,2,672,924,1930,1,B1,0,2011-08-31
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6268,33, ,B1,43-21 204TH STREET                       ,            ,11361,2,0,2,4000,2256,1955,1,B1,0,2011-06-18
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6269,39, ,B1,43-19 205TH STREET                       ,            ,11361,2,0,2,4000,1376,1950,1,B1,575000,2011-10-26
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6269,43, ,B1,43-13 205TH   STREET                     ,            ,11361,2,0,2,2000,1440,1950,1,B1,660000,2011-03-07
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6272,44, ,B3,42-33 208TH STREET                       ,            ,11361,2,0,2,4000,1934,1930,1,B3,0,2011-02-18
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6276,4, ,B1,209-02 42ND   AVENUE                     ,            ,11361,2,0,2,1595,1800,1955,1,B1,603330,2011-03-25
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6276,43, ,B1,42-37 209 ST                             ,            ,11361,2,0,2,4000,2400,2004,1,B1,1065000,2011-08-30
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6284,10, ,B3,42-27 213TH   STREET                     ,            ,11361,2,0,2,3742,2299,1915,1,B3,705000,2011-09-22
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6286,21, ,B2,43-12 213TH   STREET                     ,            ,11361,2,0,2,2500,2112,1960,1,B2,715000,2011-06-24
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6288,11, ,S2,40-01 BELL BOULEVARD                     ,            ,11361,2,1,3,1644,3026,1930,1,S2,0,2011-08-19
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6303,4, ,B1,21534 40TH AVENUE                        ,            ,11361,2,0,2,4000,2887,1965,1,B1,0,2011-01-04
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6308,5, ,B1,215-08 43RD   AVENUE                     ,            ,11361,2,0,2,2600,3298,1955,1,B1,920000,2011-08-05
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6315,16, ,B1,42-09 217TH   STREET                     ,            ,11361,2,0,2,2900,2068,1960,1,B1,775000,2011-03-28
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6315,34, ,B2,42-04 218TH   STREET                     ,            ,11361,2,0,2,3000,2700,2004,1,B2,0,2011-09-02
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6327,30, ,B2,43-14 222ND  STREET                      ,            ,11361,2,0,2,2800,2760,1970,1,B2,0,2011-12-12
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6328,15, ,B2,43-09 222ND   STREET                     ,            ,11361,2,0,2,3800,2496,1970,1,B2,0,2011-12-23
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6339,62, ,B3,221-06 39TH   AVENUE                     ,            ,11361,2,0,2,10000,2672,1930,1,B3,0,2011-01-01
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,6343,44, ,B2,41-42 222ND STREET                       ,            ,11361,2,0,2,5000,3125,1965,1,B2,0,2011-06-16
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,7304,39, ,B2,46-14 206TH STREET                       ,            ,11361,2,0,2,3178,2832,1930,1,B2,0,2011-07-27
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,7308,12, ,B3,206-18 46TH AVENUE                       ,            ,11361,2,0,2,4000,1368,1920,1,B3,300000,2011-08-31
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,7308,74, ,B1,206-15 46TH   ROAD                       ,            ,11361,2,0,2,4000,2500,2009,1,B1,0,2011-03-02
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,7316,12, ,B1,211-20 46TH   AVENUE                     ,            ,11361,2,0,2,4000,2290,2010,1,B1,988940,2011-05-12
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,7316,15, ,B1,211-28 46TH   AVENUE                     ,            ,11361,2,0,2,4000,2290,2010,1,B1,997885,2011-05-04
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,7318,36, ,B3,204-27 47TH ROAD                         ,            ,11361,2,0,2,5000,2750,1950,1,B3,1055000,2011-04-07
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,7320,139, ,B1,46-32 OCEANIA STREET                     ,            ,11361,2,0,2,2700,1785,2011,1,B1,778961,2011-10-21
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,7330,19, ,B1,47-03 213TH   STREET                     ,            ,11361,2,0,2,2340,1920,1950,1,B1,685000,2011-03-01
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,7339,18, ,B1,214-25 46TH ROAD                         ,            ,11361,2,0,2,2000,1600,1950,1,B1,0,2011-03-26
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,7361,21, ,B3,48-32 203RD   STREET                     ,            ,11364,2,0,2,3000,2360,1920,1,B3,570000,2011-10-17
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,7362,1, ,B3,203-04 48TH AVENUE                       ,            ,11364,2,0,2,4000,2236,1955,1,B3,730000,2011-12-29
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,7382,40, ,B3,50-39 CLEARVIEW EXPRESSWAY               ,            ,11364,2,0,2,3442,1796,1925,1,B3,600000,2011-10-24
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,7385,32, ,B1,208-11 53RD AVENUE                       ,            ,11364,2,0,2,4000,2620,1997,1,B1,0,2011-09-28
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,7416,8, ,B1,53-06 208 STREET                         ,            ,11364,2,0,2,2800,3104,1955,1,B1,0,2011-02-28
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,7445,10, ,B1,56-12 217TH STREET                       ,            ,11364,2,0,2,3034,2132,1950,1,B1,770000,2011-01-25
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,7445,28, ,B1,56-48 217TH STREET                       ,            ,11364,2,0,2,3362,2132,1950,1,B1,790000,2011-12-06
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,7445,37, ,B3,56-51 BELL BOULEVARD                     ,            ,11364,2,0,2,4000,1196,1950,1,B3,138000,2011-04-28
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,7451,62, ,B3,58-11 FRANCIS LEWIS BLVD                 ,            ,11364,2,0,2,3880,1904,1935,1,B3,0,2011-06-15
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,7456,8, ,B3,58-06 206TH   STREET                     ,            ,11364,2,0,2,1800,1728,1940,1,B3,0,2011-03-01
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,7472,39, ,B2,219-07 46TH   AVENUE                     ,            ,11361,2,0,2,4800,3506,1960,1,B2,0,2011-02-03
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,7490,63, ,B1,49-18 ENFIELD PLACE                      ,            ,11364,2,0,2,2548,3418,2001,1,B1,0,2011-08-31
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,7521,37, ,B9,57-39 CLOVERDALE BOULEVARD               ,            ,11364,2,0,2,3433,3415,1965,1,B9,0,2011-02-23
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,7521,59, ,B9,57-38 228TH   STREET                     ,            ,11364,2,0,2,3433,3415,1965,1,B9,0,2011-04-13
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,7522,10, ,B9,223-24 59TH   AVENUE                     ,            ,11364,2,0,2,3042,2712,1965,1,B9,10,2011-02-22
4,BAYSIDE                  ,02  TWO FAMILY HOMES                        ,1,7522,12, ,B9,224-02 59TH   AVENUE                     ,            ,11364,2,0,2,3042,2712,1965,1,B9,833000,2011-08-25
